method,traj_uid,turns,success,task_type
grpo,fd68c2cf-32ab-41bb-b1b3-d1a8467d4633,9,True,cool
grpo,b9a0daca-6b22-4456-83e2-48db3d27e6c1,14,True,pick_two
grpo,42540af3-f790-4f6d-94ea-e5837b34d1d8,5,True,pick_place
grpo,3fa3c192-2378-4828-ab1c-a514cf9ef1db,50,False,clean
grpo,12db3d78-6b34-47e8-8e41-28f2f0666980,8,True,cool
grpo,113fff36-485d-492c-8f87-61255a91588c,9,True,cool
grpo,11a2a6d5-a71f-4063-9896-e2753b6b5d8d,7,True,cool
grpo,4f29c99c-3dd4-4285-baa1-c08e33c21949,11,True,examine
grpo,bd1678d9-f44a-4678-987f-eb95b4eeec58,4,True,pick_place
grpo,e1a47ea6-9c51-4de9-b09c-d53660be6460,21,True,pick_two
grpo,f16b238d-98b9-47ff-8716-c04394c29d94,14,True,pick_two
grpo,6d069d1a-05ae-4e27-9fc3-1d4adf07bb5b,50,False,pick_place
grpo,5b933ed8-ed0e-4b97-907d-f7f375f0c12b,11,True,examine
grpo,6b05bd04-29d1-4dbf-967f-7e70da8703f9,6,True,examine
grpo,680341ca-c425-4476-b1f5-8415237125b3,23,True,examine
grpo,f613f038-7cfb-47b8-b407-34cc9a07d827,7,True,cool
grpo,51182ac9-cf2c-4ebd-a9cc-5eaee0de014c,4,True,pick_place
grpo,50cb5032-a4ad-4411-9534-3de5cf5836db,11,True,clean
grpo,0fc8f35b-e69d-4e44-badb-683798f054ff,12,True,clean
grpo,0c882a31-e8ac-41ea-a9aa-e33553e63bac,50,False,clean
grpo,35d340d3-4f55-4d79-bf72-b4824260988d,24,True,pick_two
grpo,e74ed78f-8ca1-4c2e-8188-84c46771363c,6,True,clean
grpo,1e895546-54b9-42aa-a8e6-e1dc7fc97163,50,False,examine
grpo,af25dbb7-45ee-4721-b834-a53f7d11cbfc,9,True,pick_place
grpo,96bd9f24-3c13-4d0a-89cb-953741ff49d1,7,True,pick_place
grpo,a0ba08ee-2fd8-4a44-a0ed-586a7b542f1e,14,True,pick_two
grpo,ecbe1e9b-4d41-4392-97e3-d0fb2d0156f5,50,False,pick_place
grpo,f94d4924-2e00-4880-ad93-546da1e9a920,9,True,clean
grpo,13d9bcd7-de5e-4a05-915b-cfd60457918a,50,False,clean
grpo,59e17880-94d7-45d6-a7f2-a7e1f761539a,5,True,examine
grpo,17e5c850-c386-4195-88e1-f758b1e5bad9,23,True,pick_two
grpo,91f7f6ea-2afe-4ceb-be21-2348d0a8f933,7,True,clean
grpo,ee45184c-11e3-412a-b470-12961848ac00,8,True,clean
grpo,1a7258bd-1c8b-4e57-916c-071b0676014f,10,True,cool
grpo,23ca1855-1992-4fcf-b912-4c8eab76b6ab,9,True,pick_place
grpo,a1703c9a-4c03-44a0-a0bd-f94bbf93b937,24,True,pick_two
grpo,e49af4ce-25a2-49df-9d3f-fa68eb81f4e4,7,True,cool
grpo,0fb300ec-952a-4a4f-b451-d3f99e34949b,5,True,examine
grpo,ffacb24f-e519-4064-8d78-631687562feb,8,True,heat
grpo,b4857d30-6435-48e2-8db0-7057fc42a3c1,7,True,cool
grpo,3eea7bab-0216-4f36-85bb-93863de1e464,26,True,examine
grpo,8a0d8e76-5b68-49f0-9dbd-2b6d26c0cfbd,24,True,pick_two
grpo,556907c1-ca9d-47b3-a144-a4373782e396,5,True,examine
grpo,fd885e7e-501c-4c4c-8bb0-85610438f687,7,True,pick_place
grpo,afb0f2fd-fea1-45bc-b304-bac9376394f5,9,True,cool
grpo,7e85b5ca-e9ea-4695-848a-ea0965aa1c41,8,True,clean
grpo,fdfa21e3-aff5-4430-8cd6-583beca862ef,7,True,clean
grpo,33e81818-2837-4b04-b8d8-4667416dcfee,5,True,pick_place
grpo,a83fd8d5-fa29-4258-927c-0e69b8bf4fa4,50,False,pick_place
grpo,b04d06c2-0ba7-48f2-b70f-c78c195638ec,8,True,clean
grpo,c0e047d6-9eff-4460-9065-1dc9f7b8e123,12,True,clean
grpo,40795394-d65d-425b-ba97-883216bf12f1,9,True,cool
grpo,228264c9-f4e8-4e23-a756-c6ee46cb72ed,4,True,pick_place
grpo,faad5f9e-5fa0-4db9-a282-3d4df2587ac1,50,False,pick_place
grpo,2cae0e79-48fc-4d48-b3dd-dc2a613e640f,9,True,cool
grpo,b70afccd-0d07-4ead-acbd-10ad8c72c0e7,10,True,clean
grpo,2c3129b6-f78f-4c3b-a5c1-382036359d93,5,True,pick_place
grpo,f61e900f-63af-4452-a0c7-74c519017b39,8,True,clean
grpo,bb389c52-5b76-4f49-a50e-9074e22b1968,35,True,heat
grpo,bd814353-fbef-4528-888a-83d14808e846,8,True,cool
grpo,c1a01224-f9f3-443e-b4f1-da17cc5e5ad9,10,True,examine
grpo,8bb8d96c-5932-4b4c-b9e1-86915fc0bf59,7,True,clean
grpo,d9d84ab9-98a4-448c-9333-5f584c163354,4,True,pick_place
grpo,f45a6479-1bab-49b1-8aed-d856ce57da18,18,True,heat
grpo,6c8c32e4-13ce-41eb-9585-d408c650f0c9,4,True,pick_place
grpo,0038ed90-134a-4515-879c-e41cae5bdbbd,7,True,clean
grpo,bf596f99-355c-49ee-a0b8-af719d1dc6ff,5,True,cool
grpo,609482c1-99bb-48fd-8c3c-05c61550645b,11,True,clean
grpo,85bc4417-2134-4d44-9a11-236c015c403d,9,True,cool
grpo,f599ff1d-a385-45b8-80a4-9f01a884ae9e,8,True,cool
grpo,20bd0311-1a5e-4d93-8116-51af531d6886,5,True,cool
grpo,518af4b4-648b-401d-a35f-fddad2158834,8,True,pick_place
grpo,99335a8b-3e8b-4569-ae41-6134fcf65dfb,7,True,clean
grpo,549f39a2-fbdb-46bb-9a5b-c0a3b3531122,12,True,clean
grpo,ae093bfd-6a2c-4734-ae69-af639dcbc7b2,50,False,pick_place
grpo,75000e35-98ef-427b-8c4a-780a6cd05fa7,8,True,pick_place
grpo,d8bdd2a7-f6a1-464d-bc18-b17f9ecf35f7,50,False,clean
grpo,109a13e8-5ba8-4183-a56a-a8f4e5355edc,16,True,pick_place
grpo,f5e64f94-5135-48fd-973e-4a8bf2aabed1,4,True,pick_place
grpo,95d9d716-4494-48b3-91fa-a32fbfe5ee66,5,True,examine
grpo,4c3741b6-04b0-4b24-8ba8-67c2e35221f9,4,True,pick_place
grpo,92fdffbf-4a2a-415c-8920-2606a3adbfda,6,True,examine
grpo,340f4196-c01d-4403-8e17-1341c89a054c,7,True,cool
grpo,768b6d3b-057f-4208-9222-4670fb1b2664,14,True,heat
grpo,b683a9a6-8ff6-41af-b3d9-f49085ba0886,7,True,cool
grpo,69aba175-68e8-474a-a8ae-c8bfb0a749f0,9,True,cool
grpo,4a36d685-864b-41db-bf64-38aada0559bb,6,True,heat
grpo,36ed652c-9e2d-409d-999c-2597e1a653ee,50,False,pick_place
grpo,e07fe912-d952-4c1a-a51a-e11dbb92fba2,15,True,pick_two
grpo,c9f861ce-173a-48fe-ad85-6533e1f49fb2,4,True,pick_place
grpo,ec55eaec-4571-4f73-b266-e25a6177cac2,50,False,clean
grpo,c9ae690c-1e50-4f8f-b1cd-d16033c587de,36,True,examine
gigpo,ebf2e6ba-5c09-4b70-a81f-47a9dd402ac3,9,True,pick_two
gigpo,6281edcf-ca5e-44d0-abec-60d70a558896,8,True,pick_two
gigpo,0d12cc6c-66e7-4b14-80bc-2739fd0623cd,6,True,heat
gigpo,a22a3f37-b35f-4400-b851-decbeea961bf,11,True,heat
gigpo,2230c062-c509-41f4-a76c-4577fa9b133e,7,True,cool
gigpo,c0d31546-0bc9-4ac3-a266-a8635e67b377,6,True,heat
gigpo,6a29372b-74bc-4861-be9b-d1c93621c3a2,6,True,heat
gigpo,a3ed81cd-2af5-4436-a079-7961e5eb11f8,5,True,pick_place
gigpo,46ea631d-bdfc-4548-9c00-420cd9d9ffc3,8,True,clean
gigpo,6dd2474f-a996-4dd4-a3fa-fb20f3cdb33a,9,True,pick_two
gigpo,da585daa-6353-475d-9b07-3739191dd9d4,9,True,examine
gigpo,f81a3ac1-7f43-409b-a2bd-4553a831e807,7,True,pick_place
gigpo,5f0091f9-c9d6-4c9e-8c62-5f5a75d297c5,3,True,examine
gigpo,d28cfca2-0a54-4cbb-a2e2-82997a4f7d48,6,True,cool
gigpo,77ae452b-ac6d-4a5f-aeb9-ce4f596714b7,10,True,pick_two
gigpo,dce0eb91-abea-4f70-9ce1-bcdd9005b197,5,True,examine
gigpo,84a04dff-b718-4be1-a353-1960648bf878,4,True,cool
gigpo,be282e05-787e-4c99-bc7a-12a79e0d7038,11,True,heat
gigpo,6db97e95-544d-429a-9a9f-31ab7bfe0bd2,4,True,pick_place
gigpo,0eae7cd9-fed1-46aa-b34d-57302625d31d,4,True,pick_place
gigpo,cb576e70-526a-4f64-a37f-c0e9e215aeb8,6,True,examine
gigpo,7d668da8-62ef-4ab2-97fe-9c8e6fe14d50,7,True,pick_place
gigpo,42131064-61e1-4cf5-b96f-aaf773eeb580,14,True,pick_place
gigpo,a409be6e-54fa-4f89-98b5-ead33b0c4b4e,9,True,cool
gigpo,abf366cf-2673-401e-811a-d6afa06379cd,50,False,clean
gigpo,6ba2fc84-4b42-46a1-85ff-6c46b5eb2004,5,True,pick_place
gigpo,7a99ba1d-24c2-48f5-ac6d-bdd9800ff7b2,7,True,clean
gigpo,0bb3862c-5f03-457e-8453-82ad4fbd52e0,5,True,pick_place
gigpo,428085d4-f248-4482-912c-6515156c0887,6,True,clean
gigpo,8b78e370-e7ab-4e4c-954c-1be42ab4bbec,5,True,examine
gigpo,ba430a29-1621-4226-a654-bf7c213fce97,8,True,clean
gigpo,9cda335a-9340-49e5-915a-f1d6285405bc,6,True,clean
gigpo,85f0f362-e9e5-4908-b13b-28157843d2e6,7,True,clean
gigpo,df3df4e6-9435-4882-8fe2-52bfa649b650,8,True,clean
gigpo,59323919-9065-40e6-918d-c3e1b3e82b15,8,True,heat
gigpo,f73e67b1-490c-4492-bf15-211c2eddd1eb,5,True,pick_place
gigpo,dc7bbfbf-8057-4005-a387-a24b86ad58cb,6,True,examine
gigpo,aab69f7f-f447-4ae6-a58a-3c398029cdb9,7,True,pick_place
gigpo,ab508b85-90cb-4a8e-9fbd-46d3b4301fdb,6,True,heat
gigpo,cf8ef976-4d9f-4047-92df-23e9d96c64a8,6,True,cool
gigpo,d18bb901-092b-40b4-bbc9-dd63cfd7b46c,11,True,heat
gigpo,51613d26-c3f3-440e-82ac-169d580c8697,4,True,pick_place
gigpo,559c798e-a340-4419-bd05-3d42787a209b,6,True,cool
gigpo,f99b943b-38f7-43ad-a368-07273f2cf0f5,14,True,pick_two
gigpo,1cec9707-f567-412b-ae04-c73913fb7309,5,True,pick_place
gigpo,82255006-4ca3-4ed5-a3e3-caa7c6cbe74c,8,True,clean
gigpo,53ba860e-0514-4d01-9495-2c99d5352257,7,True,cool
gigpo,f7da10cd-6cc8-4a43-88b5-5437d3ed97f3,8,True,cool
gigpo,7b47d46e-9b7e-4431-abb9-815c979478fc,6,True,cool
gigpo,76c6e3dc-35c0-4940-aab1-d7bea8384c3a,3,True,examine
gigpo,3c232dd6-3dad-4a4e-a49e-3c9b121f0a6b,4,True,pick_place
gigpo,c5758ac7-994a-4e78-9a13-9f523d5307e9,11,True,pick_two
gigpo,2cd041f3-a950-495f-87cb-914856ad8f68,14,True,pick_two
gigpo,537809fe-e959-478e-8292-350f11936a73,14,True,pick_place
gigpo,f5cb353f-71f0-425b-9b43-0f81e5efeb97,3,True,examine
gigpo,a389d0cb-0505-4484-90ec-bff40a3c8009,5,True,examine
gigpo,c539fde9-4c44-44cc-b07d-3c39b9731546,9,True,examine
gigpo,5f658446-29fa-4c2b-a679-2d21e8eba281,6,True,cool
gigpo,93777b86-da08-48e0-b14e-74f2c36252d6,4,True,pick_place
gigpo,e04e4b39-3817-436a-8275-73c27fefbf8f,10,True,clean
gigpo,c14868da-7d4e-4407-b12a-f21d0153eba1,8,True,clean
gigpo,f9e56d93-9e15-4ecd-b8a1-e3f9fbb9698c,8,True,clean
gigpo,cd564383-d897-4b4e-92db-a020b5f6c3f3,9,True,pick_two
gigpo,58dc1822-94cc-4b11-ab44-671e60c3cd94,6,True,clean
gigpo,226e155e-7daa-4c07-81ec-c0bcef6a48d1,3,True,examine
gigpo,e7588bbc-e05f-4c79-ba69-234edbde6a9f,7,True,pick_place
gigpo,acd33f78-ea60-41ba-a85e-7e730f86091d,7,True,pick_place
gigpo,8e6d50e0-4bee-4b21-92c1-f0a967cb6bca,14,True,pick_two
gigpo,637f3aeb-1e52-4b41-a7a6-4f36c0671050,14,True,pick_place
gigpo,cf2ba2d8-a92f-48b8-a9d5-8a8c14f56ac4,9,True,clean
gigpo,e2e3502e-297c-4df2-a21a-261fad6cbe86,50,False,clean
gigpo,b3d17c46-a57a-451c-896f-a962b39e6813,5,True,examine
gigpo,9d0bbda6-8790-4f51-8641-1a4b0e90550e,11,True,pick_two
gigpo,ea20c02e-96a4-40bc-acc8-98f3f7f7f78f,7,True,clean
gigpo,040b65fe-b5d0-499f-baf9-a9013d1db63d,8,True,clean
gigpo,5b1a4705-569c-47e4-b6b2-4049b4aa437d,8,True,cool
gigpo,1fafdded-fdfc-48e6-b90e-0dd9777fb724,7,True,pick_place
gigpo,16450e97-0960-4e9b-9c72-87874d74dcef,9,True,pick_two
gigpo,40c0c882-5b40-4bab-b343-34704b872c58,6,True,cool
gigpo,0c5cfa21-1b71-4a32-ae9e-2a51abb6f947,14,True,examine
gigpo,68add799-4205-420a-b84b-b02eb878295a,8,True,heat
gigpo,a8f70b6f-7e77-4eca-993e-d2c6ecbaf812,6,True,cool
gigpo,93baa0d6-1cfb-4b01-a117-7dbed1a3da69,9,True,examine
gigpo,975d9c2e-99fe-4836-a9ac-395c6ce6fcc4,11,True,pick_two
gigpo,680b8cc9-1434-49a1-8519-b459ccc8bdff,50,False,examine
gigpo,86a99b13-436b-4215-a9e8-9a545ccc5740,7,True,pick_place
gigpo,8315e2d3-5d58-4e0a-b617-a4bc918cdb85,8,True,cool
gigpo,321f6793-b4e2-4991-ad51-28769d4f2423,7,True,clean
gigpo,651b687e-4bcd-40a8-a1b1-e469856ae2b0,7,True,clean
gigpo,f62cd921-d99a-46bd-8ac4-8f8423dd08b9,5,True,pick_place
gigpo,742dc5b7-80f6-4f9d-bfe9-c51eec7380ce,5,True,pick_place
gigpo,413800b3-0116-432a-b389-00b903b2cb73,7,True,clean
gigpo,7bd59ca3-d46a-4726-9011-9c25d21a05ad,8,True,clean
gigpo,1641a6a7-0524-4489-9b21-f25e5be6918c,9,True,cool
gigpo,349002b4-22c5-4897-b3ca-6f01196f907f,4,True,pick_place
gigpo,a23510e3-f501-4728-a1da-24eea1243547,5,True,pick_place
gigpo,72b87c45-d061-4d7a-9ada-97e9d638e0ec,6,True,cool
gigpo,b8df91e1-7d91-4b99-8a65-0491f2f999d8,9,True,clean
gigpo,756260a5-1908-444b-84b5-3fe181236448,5,True,pick_place
gigpo,726964dd-b725-405c-89f8-15d6bf788c40,8,True,clean
gigpo,23df30fe-cf45-4275-9768-026fb1eac698,6,True,heat
gigpo,3c165330-29c3-4327-9aaf-79da84a048e0,8,True,cool
gigpo,3dfa1527-edae-4a2e-9711-57156c78c16b,6,True,examine
gigpo,461c9707-be09-4a8b-993a-8d87affe92c8,7,True,clean
gigpo,25a9fa76-c91e-4cae-ba8b-44801a461c94,4,True,pick_place
gigpo,2e14a8aa-db49-4ad1-b93e-61b6266c0b95,10,True,heat
gigpo,d0491858-9c9c-4c45-91ea-3f74245a2c7b,4,True,pick_place
gigpo,428e0fd7-e216-4ec0-9ccd-d495b884501c,8,True,clean
gigpo,0aa44d26-8866-44f3-a64a-e86e045fda3b,4,True,cool
gigpo,acbb3f58-d3bb-42ff-a420-0d13407377aa,7,True,clean
gigpo,a55db0a9-a314-499e-9ea2-34720fd6151f,6,True,cool
gigpo,579e7b2f-65a8-4cc3-a3c6-d6c75a367e56,8,True,cool
gigpo,ad662f17-8e41-4368-ab91-e61e886c6671,4,True,cool
gigpo,f4d13548-9af2-48c8-92c1-026c68b3edae,8,True,pick_place
gigpo,f5e9a3c4-6039-4235-b4eb-24dcc456063d,7,True,clean
gigpo,4f1cfb49-fd7a-4035-8490-fbc51c37bb26,8,True,clean
gigpo,5c276336-eb17-49a0-a6af-9e754536c381,5,True,pick_place
gigpo,56392595-0e0d-49a2-83b2-95d2f6799587,8,True,pick_place
gigpo,48a130de-e6c2-4602-8b89-da3b6548ddb5,50,False,clean
gigpo,7ab5403d-3bd9-485f-890f-b235a5ecc6c6,12,True,pick_place
gigpo,df24d552-7ea5-49b0-ab51-6fef2444d182,4,True,pick_place
gigpo,4afaef7b-02bb-4362-a409-425348b55137,50,False,examine
gigpo,be8fc64e-bde9-4728-8914-209456de13ef,4,True,pick_place
gigpo,5b0bd2b1-a370-485c-bd16-95a19c63e70b,5,True,examine
gigpo,51058139-18fc-4b4a-ae2b-916e3776f46f,6,True,cool
gigpo,c5df452f-8a25-4bde-b448-0293e887b38b,8,True,heat
gigpo,56f67e12-5073-44a7-9149-ab9d0bb4274e,6,True,cool
gigpo,c1375b40-eb92-4a5b-8e92-e58f75821510,6,True,cool
gigpo,a823f0b2-0395-426f-8ef5-2acb750395c2,4,True,heat
gigpo,5f700cb9-1867-4f0a-aa6c-c1cebc8890c6,50,False,pick_place
gigpo,36786cae-ccc6-436a-868f-f7c5fc2da5cb,8,True,pick_two
gigpo,eb272c27-5e2b-42fa-b6d2-0bb67efceb55,4,True,pick_place
gigpo,6997df61-e9df-4acf-8f18-c6fe1d3c0b24,10,True,clean
gigpo,7a6455ae-5512-48f6-963f-5b5b4fba5ce9,8,True,examine
turn_ppo,46e36a98-1e96-4809-a46b-8d5de967ad8c,8,True,pick_two
turn_ppo,a64d6416-472a-4978-81a9-46933ec52723,8,True,pick_two
turn_ppo,52b6fe09-5730-4c9c-9dc6-a73150a3240f,7,True,heat
turn_ppo,cf329b0a-891f-4e74-9adb-d3e98791e7cc,12,True,heat
turn_ppo,aa39d2b3-6a78-46b8-9a0d-f7400499c823,7,True,cool
turn_ppo,043c79a3-bfe3-407e-a18e-4be302c4c5bd,7,True,heat
turn_ppo,c6a7e174-c8e8-4904-a313-bbb45252e9a7,10,True,heat
turn_ppo,26bcc80c-8a96-4a75-8eb8-0ff2321ac143,5,True,pick_place
turn_ppo,fe73b967-4f24-410a-84f4-17db5ae21d73,8,True,clean
turn_ppo,8a0c36a4-2aed-4298-a024-58988bffb5c6,32,True,pick_two
turn_ppo,971b84ea-7783-4432-9ac3-5a1a0d7aba30,15,True,examine
turn_ppo,3d7210e5-f05d-45ed-a5c3-2228e7c6cd9d,7,True,pick_place
turn_ppo,bfc66826-963f-41d8-b647-9d03cee0e685,5,True,examine
turn_ppo,782a7302-9af0-4dce-a16b-e4995b4a3678,8,True,cool
turn_ppo,742028ad-e8bd-454c-a892-7f8476d4da4e,9,True,pick_two
turn_ppo,64b430c4-165c-4440-9c49-60488e9d97eb,6,True,examine
turn_ppo,ee7c0f74-1d2d-4512-a775-2b2c226cd742,4,True,cool
turn_ppo,9542f448-a87a-4168-b896-1d344ee4d2dc,10,True,heat
turn_ppo,44284699-116b-4c5c-802b-6d09f5524200,4,True,pick_place
turn_ppo,0ad618db-c270-465c-b7e7-61ed7146406b,4,True,pick_place
turn_ppo,52c5acdf-9d28-4976-a4bf-37bea17103d3,7,True,examine
turn_ppo,09b459ce-3ef4-461f-8389-009aa2ce7236,7,True,pick_place
turn_ppo,2832eac7-d052-4cf2-bb66-6380ae30277b,16,True,pick_place
turn_ppo,8a120ccb-34e1-40f4-a160-f3ef1adf527e,7,True,cool
turn_ppo,9d8b41c9-2b37-4782-94de-35c71cdadf65,43,True,clean
turn_ppo,a41d10d6-822f-4d19-9aa9-05c9f5844681,5,True,pick_place
turn_ppo,f4cbf918-27ab-49e8-a12e-aa38f4b10d46,7,True,clean
turn_ppo,e877af6c-9a9b-40ed-873d-451d48a36233,5,True,pick_place
turn_ppo,966ab5b6-0356-4bda-a177-892eae155106,6,True,clean
turn_ppo,5b95a807-3394-4f2a-9d5d-736fa5c92d37,5,True,examine
turn_ppo,8f8a5cc1-6e74-4013-99ed-876f97643a97,7,True,clean
turn_ppo,901344be-9775-4d52-adbf-50bc47cae27a,6,True,clean
turn_ppo,9d8d330b-7a4f-4473-beb8-4e86562c2ef6,7,True,clean
turn_ppo,a1c0d9ee-a7d2-450f-b406-8524b8fca6a8,8,True,clean
turn_ppo,42e91345-4217-491b-a33a-64e2f0309d3c,12,True,heat
turn_ppo,e699de6b-df0d-4e03-ad6b-cc88d4793c33,5,True,pick_place
turn_ppo,eda36dbc-cc68-4279-93ec-9b9f9394f375,6,True,examine
turn_ppo,31d6471c-c56f-4a1a-bc65-21876cefdbeb,7,True,pick_place
turn_ppo,43bace3a-a8da-4e73-b852-b647923bb553,8,True,heat
turn_ppo,3a654422-1f14-4637-b4f9-7d88e313b254,6,True,cool
turn_ppo,f973a1ca-fa83-4b6a-aa97-5fc74f7fbb2e,18,True,heat
turn_ppo,c2fd560e-8aed-4f3c-b840-406b66e9260f,4,True,pick_place
turn_ppo,e5b7fbd6-588e-4cc2-9d7d-bbd6608a2a3d,8,True,cool
turn_ppo,f0e81dbf-74b2-4785-8ee0-a632581f2229,14,True,pick_two
turn_ppo,b4e8c6ba-521a-4d18-b168-52388e16ccb9,5,True,pick_place
turn_ppo,13e82fd6-20ea-4d19-8983-f875939b57b3,8,True,clean
turn_ppo,d7a05d2f-c212-4a37-8453-d7ca06715a35,7,True,cool
turn_ppo,d11ffb18-b204-4216-816d-2062cc1f0444,8,True,cool
turn_ppo,296b5c1e-d370-4ca5-8781-6725f5b99013,6,True,cool
turn_ppo,663e6367-0c65-4363-951d-b4ef1c915704,8,True,examine
turn_ppo,c25a45e7-0e91-4da0-92cb-8810b3d5fd06,4,True,pick_place
turn_ppo,61b37dc3-5f26-4d41-ace7-223639ebb16b,13,True,pick_two
turn_ppo,60d38bef-0f5a-4317-8be4-66a60a3a1137,14,True,pick_two
turn_ppo,9873637d-856c-492d-b681-0477861eb830,16,True,pick_place
turn_ppo,fac7f832-8085-495a-9da6-d06743de99ab,8,True,examine
turn_ppo,2ee869b8-f469-4603-a0ee-019b76deb7f3,5,True,examine
turn_ppo,42d1a2c5-c099-480c-8344-b6801898b239,15,True,examine
turn_ppo,26280500-0ab8-415b-a902-880ad210ab38,7,True,cool
turn_ppo,c7a6de01-e5dd-4821-9203-0a38c0a9defc,4,True,pick_place
turn_ppo,c6a1c386-7417-4045-bb1d-65033ee260d1,50,False,clean
turn_ppo,4c205a12-6a2d-4037-906b-599138868efd,35,True,clean
turn_ppo,6995e30c-303b-48d8-a631-2de3c3aec077,8,True,clean
turn_ppo,91f69b2a-0730-443d-bd7b-90c7613ebacf,22,True,pick_two
turn_ppo,756de603-94a5-4bdc-b911-8d2962419001,6,True,clean
turn_ppo,e3c90136-d086-47e4-9f30-938e79375996,5,True,examine
turn_ppo,feefb73b-5136-4a17-88bc-00b3b3ef21c6,7,True,pick_place
turn_ppo,4b701033-39da-4c0d-990c-65e072e22b0c,7,True,pick_place
turn_ppo,dd786c1e-1772-4a41-a496-7cc6844e9563,14,True,pick_two
turn_ppo,37cfe411-0bba-403c-b9be-9196f5afee1a,16,True,pick_place
turn_ppo,de9bc935-8d7d-493e-8289-c16cf32890c1,9,True,clean
turn_ppo,046c79f9-f064-4b0d-a7b2-addbe9a2cc9f,32,True,clean
turn_ppo,c278d067-f754-4d10-aaf1-488c95e8766f,5,True,examine
turn_ppo,eb80ba5f-31f2-4b2e-808c-39f56d63b84d,23,True,pick_two
turn_ppo,04c3b753-9dfe-4f7b-a865-5b8fbd66e2b0,7,True,clean
turn_ppo,6c17ef66-fa2a-4c7d-8a54-b81dc616bd64,8,True,clean
turn_ppo,ec1008b6-6ea2-434c-8fc1-a67b47d1cba2,8,True,cool
turn_ppo,5c44581d-5494-413c-a69c-1f0ddc982998,7,True,pick_place
turn_ppo,ac0e693b-1a60-4a19-bc80-b700ef727fee,32,True,pick_two
turn_ppo,4ab180a8-d55e-4af1-b57d-f609f3d788fb,6,True,cool
turn_ppo,48ea80b7-f2cd-412d-ab92-af524574c1f8,5,True,examine
turn_ppo,ab7cf9cf-c712-4f61-a304-3bd482e39ed6,6,True,heat
turn_ppo,f363b12f-ca64-4b71-81a5-4baa8f8aef58,6,True,cool
